customer_id,step,age,region,recency_days,frequency,avg_monetary,action,donation,profit
67,0,27,north,125,2,52.15896152433047,1,10.252267186005,9.752267186005
67,1,27,north,155,2,44.0848937004409,1,0.0,-0.5
67,2,27,north,194,2,42.27204266804068,1,0.0,-0.5
67,3,27,north,220,2,40.70495580969049,1,0.0,-0.5
68,0,27,east,258,2,105.51501183788913,1,0.0,-0.5
68,1,27,east,285,2,113.34642404539711,1,0.0,-0.5
68,2,27,east,307,2,115.47130330628316,1,0.0,-0.5
68,3,27,east,341,2,117.73445213745329,1,0.0,-0.5
68,4,27,east,366,2,119.6123461349525,1,0.0,-0.5
68,5,27,east,393,2,134.4339807020363,1,0.0,-0.5
69,0,66,west,262,0,37.39497059570276,1,0.0,-0.5
69,1,66,west,291,0,18.320018457524846,1,0.0,-0.5
69,2,66,west,314,1,26.45500019604479,1,0.0,-0.5
69,3,66,west,346,1,27.951034918731853,1,0.0,-0.5
69,4,66,west,378,1,20.44934861350999,1,8.159969624427518,7.659969624427518
69,5,66,west,399,1,16.717656436823123,1,0.0,-0.5
69,6,66,west,425,1,26.673606556821376,1,0.0,-0.5
69,7,66,west,453,1,28.253194358410653,1,0.0,-0.5
69,8,66,west,478,1,44.98838366065755,1,0.0,-0.5
70,0,57,east,54,0,59.7879571311148,0,0.0,0.0
70,1,57,east,83,0,73.57328258638927,0,0.0,0.0
70,2,57,east,107,0,63.737053586570696,0,0.0,0.0
70,3,57,east,129,0,63.87264883946741,1,0.0,-0.5
70,4,57,east,165,0,55.27576894602561,1,0.0,-0.5
70,5,57,east,204,0,50.95069353445563,1,0.0,-0.5
71,0,57,west,249,10,226.29964324077267,0,0.0,0.0
71,1,57,west,279,10,216.8703297692979,0,0.0,0.0
71,2,57,west,307,10,215.49123911320223,0,0.0,0.0
71,3,57,west,329,10,205.36461483978903,0,56.056784106447516,56.056784106447516
71,4,57,west,367,10,208.39236637306675,0,0.0,0.0
71,5,57,west,395,10,200.64851672919454,0,0.0,0.0
72,0,64,west,322,1,45.10032293308522,1,0.0,-0.5
72,1,64,west,348,1,36.70919588284876,1,0.0,-0.5
72,2,64,west,387,1,38.6336834966937,1,0.0,-0.5
72,3,64,west,423,1,47.6512904521382,1,67.30432277491981,66.80432277491981
72,4,64,west,462,1,29.95701052451333,1,0.0,-0.5
72,5,64,west,493,1,40.59606080241025,1,29.013590639796114,28.513590639796114
73,0,25,south,329,0,93.23450599172111,1,0.0,-0.5
73,1,25,south,355,0,91.27007680990985,1,0.0,-0.5
73,2,25,south,383,0,104.39262884512618,1,8.06610316645586,7.566103166455861
73,3,25,south,404,0,106.21216393111276,1,1.6872051032824211,1.1872051032824211
74,0,54,east,73,2,89.37029467808948,0,0.0,0.0
74,1,54,east,101,2,95.4428977359793,0,0.0,0.0
74,2,54,east,135,2,100.04731103979735,1,0.0,-0.5
74,3,54,east,169,2,117.83949822375179,1,0.0,-0.5
75,0,41,west,154,8,11.041749296181862,0,0.0,0.0
75,1,41,west,176,8,17.733887660339736,0,0.0,0.0
75,2,41,west,204,8,16.315542802254352,0,9.699795967996375,9.699795967996375
75,3,41,west,238,8,5.616070196503262,0,0.0,0.0
75,4,41,west,261,8,13.374518738400845,0,0.0,0.0
75,5,41,west,298,9,1.0,0,0.0,0.0
75,6,41,west,328,9,12.544857190650662,0,1.7388979151087993,1.7388979151087993
76,0,73,south,307,9,265.07092933807564,0,0.0,0.0
76,1,73,south,333,9,273.18237978463713,0,28.23596350506903,28.23596350506903
76,2,73,south,355,9,273.4600931836769,0,0.0,0.0
76,3,73,south,383,9,256.0083291383939,0,0.0,0.0
76,4,73,south,411,9,251.88999331601934,0,4.893730277998165,4.893730277998165
76,5,73,south,439,9,245.35728898421794,0,14.413212160802768,14.413212160802768
76,6,73,south,477,9,236.02122633652536,0,0.0,0.0
77,0,69,east,183,6,5.490130696358655,0,0.0,0.0
77,1,69,east,207,6,23.964664881403923,0,0.0,0.0
77,2,69,east,246,6,32.42167730261866,0,0.0,0.0
77,3,69,east,283,6,32.13783559488258,0,0.0,0.0
77,4,69,east,304,6,29.62696290175227,0,0.0,0.0
77,5,69,east,331,6,30.990314889106656,0,0.0,0.0
77,6,69,east,363,6,42.84483062471635,0,0.0,0.0
77,7,69,east,397,6,41.753624549905275,0,0.0,0.0
77,8,69,east,434,6,48.41806915308706,0,0.0,0.0
78,0,27,south,159,9,11.47906460252635,0,2.4428604360103083,2.4428604360103083
78,1,27,south,185,9,1.0,0,0.0,0.0
78,2,27,south,207,9,1.0,0,0.0,0.0
78,3,27,south,245,9,2.5727322840385662,0,0.0,0.0
78,4,27,south,280,9,1.0,0,0.0,0.0
78,5,27,south,310,9,6.287016862705646,0,0.0,0.0
78,6,27,south,334,9,24.4676031252995,0,0.0,0.0
79,0,47,south,343,1,69.1627700972699,1,0.0,-0.5
79,1,47,south,372,1,83.70526947630681,1,0.0,-0.5
79,2,47,south,410,1,80.93813844214131,1,9.169295731695243,8.669295731695243
79,3,47,south,445,1,96.22828153331277,1,0.0,-0.5
79,4,47,south,483,1,102.60320755591016,1,0.0,-0.5
79,5,47,south,521,1,99.30324983416651,1,0.0,-0.5
79,6,47,south,557,1,87.7738203166763,1,0.0,-0.5
79,7,47,south,593,1,86.81970135131309,1,0.0,-0.5
79,8,47,south,618,1,85.00108070934515,1,13.285711813029073,12.785711813029073
80,0,25,east,309,4,88.2870972714677,0,0.0,0.0
80,1,25,east,338,5,83.18148957242182,0,0.0,0.0
80,2,25,east,371,5,79.1601355503193,0,39.13439151937208,39.13439151937208
80,3,25,east,407,5,77.60780629794091,0,0.0,0.0
80,4,25,east,428,5,92.96698197961469,0,0.0,0.0
80,5,25,east,457,5,106.04438251341227,0,0.0,0.0
81,0,20,east,224,2,37.67400931241759,1,0.0,-0.5
81,1,20,east,248,3,57.302846938862956,0,7.497393747615643,7.497393747615643
81,2,20,east,268,3,56.794102514263706,0,0.0,0.0
81,3,20,east,294,3,50.944156436050044,0,0.0,0.0
81,4,20,east,320,3,67.70710312606694,0,0.0918554037926614,0.0918554037926614
81,5,20,east,353,4,73.4812933734249,0,0.0,0.0
81,6,20,east,373,4,74.07423387605033,0,0.0,0.0
81,7,20,east,407,4,71.65416885611157,0,0.0,0.0
81,8,20,east,441,4,91.53691218979246,0,0.0,0.0
82,0,60,west,147,2,68.68912080829226,1,0.0,-0.5
82,1,60,west,175,2,70.2804778758504,1,0.0,-0.5
82,2,60,west,210,2,72.77149663198357,1,0.0,-0.5
82,3,60,west,233,2,79.40976879184116,1,0.0,-0.5
82,4,60,west,259,2,71.46323917153629,1,0.0,-0.5
83,0,49,south,320,7,44.57474184865261,0,0.0,0.0
83,1,49,south,344,7,60.19630236156398,0,0.0,0.0
83,2,49,south,366,7,46.406312777491074,0,0.0,0.0
83,3,49,south,393,8,41.97379329103494,0,0.0,0.0
83,4,49,south,424,9,32.807534795225706,0,0.0,0.0
83,5,49,south,448,9,29.449441663160673,0,0.0,0.0
83,6,49,south,472,9,31.4231596381274,0,0.0,0.0
84,0,56,north,278,8,140.37636629509336,0,0.0,0.0
84,1,56,north,308,8,131.12128931856643,0,0.0,0.0
84,2,56,north,347,8,132.73282612387698,0,0.0,0.0
84,3,56,north,381,8,133.88715668824946,0,0.0,0.0
84,4,56,north,402,8,133.69437862003306,0,0.0,0.0
84,5,56,north,436,8,133.10523440495587,0,0.0,0.0
85,0,36,south,379,8,83.79511291852322,0,0.0,0.0
85,1,36,south,412,8,78.72485733177558,0,0.0,0.0
85,2,36,south,451,8,76.55444769200714,0,0.0,0.0
85,3,36,south,482,9,92.88686336780972,0,0.0,0.0
85,4,36,south,507,9,93.96104801167488,0,0.0,0.0
85,5,36,south,546,9,96.38082180572668,0,0.0,0.0
85,6,36,south,578,9,104.90537072956849,0,0.0,0.0
86,0,27,east,62,0,234.29142686514257,0,3.4790092177622856,3.4790092177622856
86,1,27,east,92,0,222.82838251550578,0,0.0,0.0
86,2,27,east,119,0,241.86427142958613,0,0.0,0.0
86,3,27,east,145,0,251.0962975988052,1,0.0,-0.5
87,0,49,north,266,7,25.63793089479228,0,0.0,0.0
87,1,49,north,303,7,33.433452352399776,0,0.0,0.0
87,2,49,north,335,7,45.67405478655346,0,0.0,0.0
87,3,49,north,371,7,52.281189381608485,0,0.0,0.0
87,4,49,north,410,7,62.418521200911044,0,0.0,0.0
87,5,49,north,431,7,54.258441522566166,0,0.0,0.0
87,6,49,north,455,7,58.89437745573508,0,0.0,0.0
88,0,51,north,205,3,10.615658272075782,0,0.0,0.0
88,1,51,north,236,3,10.14554572720879,0,3.6983575144344876,3.6983575144344876
88,2,51,north,260,3,18.18735574131641,0,0.0,0.0
88,3,51,north,286,3,13.594260975748071,0,0.0,0.0
88,4,51,north,315,3,15.00885412519573,0,0.0,0.0
88,5,51,north,345,3,8.23994127418607,0,0.0,0.0
88,6,51,north,367,3,12.677540542679651,0,0.0,0.0
88,7,51,north,401,3,1.0,0,0.0,0.0
88,8,51,north,421,3,6.243443532260578,0,0.7119403204694741,0.7119403204694741
89,0,70,east,114,8,15.726028655387582,0,0.0,0.0
89,1,70,east,142,8,26.16287927967656,0,0.0,0.0
89,2,70,east,167,9,18.562605088979588,0,0.0,0.0
89,3,70,east,200,9,1.0,0,0.0,0.0
89,4,70,east,226,10,10.852825657091614,0,0.0,0.0
89,5,70,east,264,10,10.73380094485498,0,0.0,0.0
89,6,70,east,297,10,9.755762752599793,0,0.0,0.0
89,7,70,east,323,10,9.804048131440885,0,2.7948445215747584,2.7948445215747584
90,0,69,north,215,9,4.8073560512965186,0,0.0,0.0
90,1,69,north,246,9,1.0,0,0.0,0.0
90,2,69,north,267,10,6.775606174988961,0,0.0,0.0
90,3,69,north,291,10,16.742557660354024,0,0.0,0.0
91,0,60,north,124,0,26.866118037502726,1,2.3841905327903445,1.8841905327903445
91,1,60,north,156,0,6.494954980132434,1,0.0,-0.5
91,2,60,north,186,0,24.466197210188874,1,12.7459465741269,12.2459465741269
91,3,60,north,220,0,27.02583740294281,1,0.0,-0.5
91,4,60,north,255,0,29.406380123734785,1,0.0,-0.5
91,5,60,north,284,0,31.57163036614208,1,0.0,-0.5
92,0,45,south,388,8,37.57898386078917,0,0.0,0.0
92,1,45,south,420,8,50.992273310826874,0,0.0,0.0
92,2,45,south,448,8,63.086421432513575,0,0.0,0.0
92,3,45,south,480,8,58.30581335674685,0,0.0,0.0
92,4,45,south,519,8,53.394786681970245,0,0.0,0.0
92,5,45,south,540,8,68.07197112693112,0,0.0,0.0
92,6,45,south,564,8,63.458526489627516,0,0.0,0.0
92,7,45,south,600,8,68.124316496121,0,0.0,0.0
93,0,39,west,91,2,17.296048910685315,0,38.9313586401756,38.9313586401756
93,1,39,west,114,2,27.480702919071835,0,0.0,0.0
93,2,39,west,141,2,18.52594601290871,1,0.0,-0.5
93,3,39,west,171,2,19.179530873168993,1,0.0,-0.5
93,4,39,west,210,2,14.843217153102929,1,2.3167678452005105,1.8167678452005105
93,5,39,west,235,3,24.08282015224966,0,2.1897726917946114,2.1897726917946114
93,6,39,west,263,3,19.820000637698556,0,0.0,0.0
93,7,39,west,297,3,4.167488301651133,0,0.0,0.0
93,8,39,west,326,3,1.0,0,5.810051954780862,5.810051954780862
94,0,58,north,209,8,73.49096882802245,0,0.0,0.0
94,1,58,north,238,8,75.38030507128654,0,0.0,0.0
94,2,58,north,260,8,65.86240497523818,0,0.0,0.0
94,3,58,north,281,8,52.49352997244307,0,0.0,0.0
94,4,58,north,310,9,67.77174864368277,0,0.0,0.0
95,0,57,east,342,5,72.67971932147643,0,0.0,0.0
95,1,57,east,377,5,66.82615589436566,0,0.0,0.0
95,2,57,east,414,5,59.59552820322459,0,0.0,0.0
95,3,57,east,451,5,73.9213485388141,0,0.0,0.0
95,4,57,east,478,6,83.82440500161742,0,0.0,0.0
95,5,57,east,505,6,96.16375861267977,0,11.051417111105087,11.051417111105087
95,6,57,east,536,6,89.75487936213219,0,6.2492274850897225,6.2492274850897225
96,0,28,south,225,8,1.0,0,2.441502365960481,2.441502365960481
96,1,28,south,252,8,1.0,0,0.0,0.0
96,2,28,south,284,9,1.0,0,0.0,0.0
96,3,28,south,321,9,18.823740425120384,0,0.0,0.0
96,4,28,south,347,9,17.435118944940445,0,0.0,0.0
96,5,28,south,384,9,19.44991290339152,0,0.0,0.0
96,6,28,south,420,9,18.835981808173344,0,0.0,0.0
97,0,50,east,61,1,41.0287829175296,0,0.11164126779658759,0.11164126779658759
97,1,50,east,93,1,49.021274882253664,0,0.0,0.0
97,2,50,east,126,2,56.997760536003604,1,0.0,-0.5
97,3,50,east,150,2,44.294342768679556,1,0.0,-0.5
97,4,50,east,176,2,48.65979335343163,1,0.0,-0.5
97,5,50,east,206,2,40.38221628265964,1,10.557828385929774,10.057828385929774
97,6,50,east,229,2,44.50405526122753,1,0.0,-0.5
98,0,29,north,51,4,33.821087204000925,0,0.0,0.0
98,1,29,north,77,4,39.21720978538711,0,0.0,0.0
98,2,29,north,113,4,46.539181608672266,0,6.529957396098438,6.529957396098438
98,3,29,north,149,4,40.02338281463822,0,4.639731820501453,4.639731820501453
99,0,44,north,232,8,42.59113773669443,0,30.584576837279947,30.584576837279947
99,1,44,north,255,8,45.29369944030143,0,8.903352505003399,8.903352505003399
99,2,44,north,287,9,56.618952065852525,0,0.0,0.0
99,3,44,north,326,9,57.54361669246494,0,13.414728854719487,13.414728854719487
99,4,44,north,348,9,58.409594254264704,0,0.0,0.0
99,5,44,north,379,9,50.947353753559405,0,11.410999181097875,11.410999181097875
100,0,30,south,149,6,1.261707437001759,0,0.0,0.0
100,1,30,south,170,6,14.436136485502042,0,0.0,0.0
100,2,30,south,192,6,31.43542494640394,0,0.0,0.0
100,3,30,south,212,6,38.1293156402422,0,0.0,0.0
100,4,30,south,251,6,43.74852187168375,0,0.0,0.0
100,5,30,south,277,6,28.395869331739796,0,0.0,0.0
100,6,30,south,309,7,29.586392184363973,0,0.0,0.0
100,7,30,south,346,7,26.638462079467935,0,0.0,0.0
101,0,34,east,347,0,72.12825105177475,1,0.0,-0.5
101,1,34,east,371,0,73.106495889423,1,0.0,-0.5
101,2,34,east,410,0,88.21489147794605,1,0.0,-0.5
101,3,34,east,444,0,94.8805584104553,1,0.0,-0.5
101,4,34,east,464,0,108.58771095856025,1,0.0,-0.5
101,5,34,east,501,0,99.3953980506719,1,0.0,-0.5
101,6,34,east,528,0,85.77728643103595,1,0.0,-0.5
102,0,49,west,58,4,50.51065844334585,0,7.62544410170261,7.62544410170261
102,1,49,west,89,4,74.06301385738016,0,0.7975814706030939,0.7975814706030939
102,2,49,west,124,4,74.78114284330168,0,96.02101024461936,96.02101024461936
102,3,49,west,155,4,73.01435926826204,0,97.7811793119276,97.7811793119276
102,4,49,west,180,4,65.92684175967555,0,51.925619319281054,51.925619319281054
102,5,49,west,210,4,60.27009908805768,0,138.63103233365763,138.63103233365763
102,6,49,west,249,4,53.55566680423608,0,0.0,0.0
103,0,52,north,375,8,31.93283077760383,0,0.0,0.0
103,1,52,north,405,8,35.587400753797894,0,0.0,0.0
103,2,52,north,430,8,38.088260465011835,0,0.0,0.0
103,3,52,north,463,9,40.36790056968766,0,0.0,0.0
103,4,52,north,499,9,33.27805793144052,0,0.0,0.0
103,5,52,north,523,9,21.636023761409692,0,0.0,0.0
104,0,59,south,65,8,19.08255657502876,0,0.0,0.0
104,1,59,south,101,8,28.721304933076127,0,2.0576876675227305,2.0576876675227305
104,2,59,south,138,8,22.103957066351015,0,0.0,0.0
104,3,59,south,163,8,27.550434220469015,0,5.752578693919971,5.752578693919971
104,4,59,south,192,8,32.353810729686934,0,0.0,0.0
104,5,59,south,231,8,25.07085961291053,0,0.0,0.0
104,6,59,south,259,8,37.50079855428864,0,0.0,0.0
104,7,59,south,283,8,56.38450141471916,0,0.0,0.0
104,8,59,south,309,8,57.882002373219734,0,0.0,0.0
105,0,74,west,273,4,44.02099713841049,0,0.0,0.0
105,1,74,west,308,4,35.19812307153609,0,0.0,0.0
105,2,74,west,343,5,29.88977124120195,0,0.0,0.0
105,3,74,west,370,5,26.010414532433288,0,0.0,0.0
106,0,64,south,220,8,62.35162221820808,0,0.0,0.0
106,1,64,south,249,8,70.27971281687384,0,0.0,0.0
106,2,64,south,272,9,55.52145506516007,0,0.0,0.0
106,3,64,south,296,10,68.44454740002624,0,0.0,0.0
106,4,64,south,334,10,86.24423305749185,0,0.0,0.0
106,5,64,south,359,11,103.02824741003617,0,0.0,0.0
106,6,64,south,396,11,112.49345959413937,0,0.0,0.0
106,7,64,south,422,12,124.2801958039553,0,0.0,0.0
107,0,60,south,213,8,18.13161691784071,0,9.381935655900483,9.381935655900483
107,1,60,south,248,9,30.479949536732136,0,36.69473993111151,36.69473993111151
107,2,60,south,274,9,17.413827059972355,0,23.640486497524638,23.640486497524638
107,3,60,south,297,9,15.91740340298655,0,27.05960880385385,27.05960880385385
107,4,60,south,318,10,22.68954506400211,0,19.76322803126883,19.76322803126883
107,5,60,south,349,10,22.91972109042018,0,0.0,0.0
107,6,60,south,387,11,25.468062727012224,0,75.31606300668125,75.31606300668125
107,7,60,south,416,11,33.01083972554643,0,0.0,0.0
108,0,42,south,360,3,88.37867843996189,0,0.0,0.0
108,1,42,south,395,3,86.33839284995358,0,0.0,0.0
108,2,42,south,420,3,85.74769259540959,0,0.0,0.0
108,3,42,south,457,3,66.81403989191614,0,0.0,0.0
108,4,42,south,480,3,76.75855905332665,0,0.0,0.0
109,0,56,east,69,8,97.72684722344961,0,7.58000066174572,7.58000066174572
109,1,56,east,93,8,86.91931723817332,0,1.3492293614200648,1.3492293614200648
109,2,56,east,119,8,99.50778832692384,0,3.1568653109672065,3.1568653109672065
109,3,56,east,149,8,107.38427905384516,0,18.792116713943848,18.792116713943848
109,4,56,east,185,8,89.950425466379,0,55.396708135412084,55.396708135412084
109,5,56,east,206,8,84.32186413791526,0,29.05715303065014,29.05715303065014
109,6,56,east,232,8,80.91524480256133,0,29.313227027481435,29.313227027481435
110,0,31,south,281,9,11.730911510623734,0,9.926747018592883,9.926747018592883
110,1,31,south,305,9,27.699085393524616,0,0.0,0.0
110,2,31,south,329,10,42.185497457782446,0,1.019468433111777,1.019468433111777
110,3,31,south,352,10,49.06232531696446,0,0.0,0.0
110,4,31,south,379,10,47.82348452830479,0,0.0,0.0
111,0,73,south,207,6,30.869149095579566,0,0.0,0.0
111,1,73,south,227,6,9.362620547851431,0,0.0,0.0
111,2,73,south,250,6,30.452884152562614,0,0.0,0.0
111,3,73,south,271,6,38.20609203103824,0,0.0,0.0
111,4,73,south,295,6,39.70089415996532,0,0.0,0.0
111,5,73,south,318,6,43.02919644231601,0,0.0,0.0
111,6,73,south,352,6,49.88067192121764,0,0.0,0.0
111,7,73,south,391,6,42.40668442796156,0,0.0,0.0
112,0,18,south,174,4,1.0,0,0.0,0.0
112,1,18,south,195,4,1.0,0,0.0,0.0
112,2,18,south,232,4,5.503199458175469,0,0.0,0.0
112,3,18,south,263,4,4.550468339167383,0,0.0,0.0
112,4,18,south,297,4,1.0,0,0.0,0.0
112,5,18,south,325,4,2.7095613102191267,0,0.0,0.0
113,0,54,west,334,0,115.9523521164335,1,0.0,-0.5
113,1,54,west,354,0,119.3152101869804,1,0.0,-0.5
113,2,54,west,385,0,119.73469163402793,1,0.0,-0.5
113,3,54,west,410,0,127.35370530198765,1,0.0,-0.5
113,4,54,west,443,0,119.32325323450593,1,0.0,-0.5
113,5,54,west,471,0,92.13046716061598,1,0.7043523544263454,0.20435235442634536
113,6,54,west,510,0,99.3199335919471,1,0.0,-0.5
113,7,54,west,530,0,102.21353614969065,1,0.0,-0.5
114,0,23,east,140,9,85.7888949667688,0,4.492518236706716,4.492518236706716
114,1,23,east,179,9,79.52350842033381,0,0.0,0.0
114,2,23,east,203,10,74.56738683110889,0,0.0,0.0
114,3,23,east,229,10,80.77306280751827,0,22.62117315260169,22.62117315260169
115,0,49,west,256,8,2.5954762296153833,0,0.0,0.0
115,1,49,west,283,8,2.0046540087714324,0,0.0,0.0
115,2,49,west,319,8,1.0,0,0.0,0.0
115,3,49,west,342,8,1.0,0,0.0,0.0
115,4,49,west,371,8,1.0,0,0.0,0.0
115,5,49,west,396,9,1.0,0,0.0,0.0
115,6,49,west,427,9,9.38910112381142,0,0.0,0.0
115,7,49,west,460,9,13.25970258865883,0,0.0,0.0
116,0,72,east,307,9,1.0,0,0.0,0.0
116,1,72,east,335,9,1.0,0,0.0,0.0
116,2,72,east,364,9,11.379913173435774,0,0.0,0.0
116,3,72,east,395,9,30.36197281523848,0,0.0,0.0
117,0,28,south,382,6,98.53441265856681,0,0.0,0.0
117,1,28,south,416,6,95.36987050785548,0,0.0,0.0
117,2,28,south,437,7,83.77808289861551,0,0.0,0.0
117,3,28,south,459,8,75.9242105480611,0,0.0,0.0
117,4,28,south,496,8,86.4699991392393,0,0.0,0.0
117,5,28,south,532,8,84.54791018383855,0,0.0,0.0
117,6,28,south,562,8,71.28881356712563,0,0.0,0.0
117,7,28,south,593,9,74.14137118342616,0,0.0,0.0
118,0,35,west,245,6,27.36461856096083,0,0.09344941389590312,0.09344941389590312
118,1,35,west,281,6,31.439943305358955,0,0.0,0.0
118,2,35,west,316,6,46.42440451194451,0,0.0,0.0
118,3,35,west,353,6,55.360093965213125,0,0.0,0.0
118,4,35,west,392,6,70.12944781282646,0,0.0,0.0
118,5,35,west,426,6,74.7007155598151,0,0.0,0.0
118,6,35,west,460,6,58.06497664629743,0,0.0,0.0
119,0,19,south,142,6,33.22826193484876,0,0.0,0.0
119,1,19,south,177,6,29.65554940247919,0,0.0,0.0
119,2,19,south,215,6,44.48420047820168,0,0.0,0.0
119,3,19,south,250,7,62.172462188885945,0,0.0,0.0
119,4,19,south,273,8,47.57562412322776,0,0.0,0.0
119,5,19,south,293,8,45.63735966826288,0,15.822565948355821,15.822565948355821
119,6,19,south,319,8,30.952537693197925,0,0.0,0.0
120,0,66,east,364,6,58.85779342946377,0,0.0,0.0
120,1,66,east,403,7,45.22280484118858,0,33.25130094714511,33.25130094714511
120,2,66,east,436,8,47.96307142174085,0,0.0,0.0
120,3,66,east,457,9,42.40852813767698,0,0.0,0.0
120,4,66,east,477,9,43.15608217315637,0,0.0,0.0
120,5,66,east,507,9,36.707303256515914,0,2.4503177718216227,2.4503177718216227
120,6,66,east,537,10,27.84529817553802,0,0.0,0.0
120,7,66,east,563,10,18.541175683264598,0,0.0,0.0
120,8,66,east,587,10,24.21546361196516,0,65.92904028459256,65.92904028459256
121,0,68,east,132,1,168.2841345884187,1,10.202654999867576,9.702654999867576
121,1,68,east,156,1,161.34776842196948,1,3.270228576028587,2.770228576028587
121,2,68,east,186,1,165.2760444280441,1,0.0,-0.5
121,3,68,east,208,1,153.95950251491166,1,0.0,-0.5
122,0,32,west,136,1,22.282172166462896,1,0.0,-0.5
122,1,32,west,162,1,22.074107839462837,1,0.6233250054382983,0.12332500543829827
122,2,32,west,190,1,32.94117000628972,1,0.0,-0.5
122,3,32,west,220,1,41.52764607843865,1,0.0,-0.5
122,4,32,west,253,1,48.49530594190101,1,0.0,-0.5
122,5,32,west,274,1,21.122034260331496,1,0.0,-0.5
123,0,55,north,304,9,66.79161876764249,0,0.0,0.0
123,1,55,north,340,9,60.67365702961503,0,0.0,0.0
123,2,55,north,377,9,55.449994605032195,0,0.0,0.0
123,3,55,north,414,9,51.101118585142345,0,0.0,0.0
123,4,55,north,435,10,58.7980810683372,0,0.0,0.0
123,5,55,north,466,10,66.38305506907422,0,0.0,0.0
123,6,55,north,498,10,54.21390407218967,0,0.0,0.0
124,0,28,east,40,8,35.707711655619896,0,0.0,0.0
124,1,28,east,77,8,41.87797569620231,0,0.0,0.0
124,2,28,east,116,8,40.75424532175985,0,0.0,0.0
124,3,28,east,147,8,29.606505691559683,0,0.0,0.0
124,4,28,east,179,8,30.070577028705106,0,0.0,0.0
125,0,28,south,102,0,49.9021199801392,0,3.18696614765167,3.18696614765167
125,1,28,south,127,0,41.97081699831686,1,0.0,-0.5
125,2,28,south,158,0,39.48080180590405,1,8.66752519014736,8.16752519014736
125,3,28,south,180,0,33.80479568706233,1,0.0,-0.5
125,4,28,south,200,0,58.28292455846791,1,0.0,-0.5
125,5,28,south,225,0,66.8723814244834,1,0.0,-0.5
125,6,28,south,246,0,67.63010148772696,1,0.0,-0.5
125,7,28,south,270,0,71.25112613841209,1,0.0,-0.5
125,8,28,south,291,0,78.49715154042066,1,0.0,-0.5
126,0,52,east,139,8,81.89698162312285,0,0.8237231004385079,0.8237231004385079
126,1,52,east,178,8,75.28048513948997,0,0.0,0.0
126,2,52,east,216,8,84.00609520686527,0,0.0,0.0
126,3,52,east,246,9,88.52705831706623,0,0.0,0.0
126,4,52,east,275,9,96.78228100566452,0,0.0,0.0
127,0,22,north,350,7,39.60806732785275,0,0.0,0.0
127,1,22,north,377,7,30.94120371899303,0,0.0,0.0
127,2,22,north,403,7,15.739420941067447,0,0.0,0.0
127,3,22,north,423,7,1.0,0,0.0,0.0
127,4,22,north,458,7,14.769497123900752,0,0.0,0.0
127,5,22,north,495,7,3.176026277801604,0,0.0,0.0
127,6,22,north,534,7,11.358004829176037,0,0.0,0.0
127,7,22,north,556,7,1.0,0,0.0,0.0
127,8,22,north,587,7,1.0,0,0.0,0.0
128,0,23,west,152,2,9.352734694156442,1,0.0,-0.5
128,1,23,west,189,2,20.51634857541276,1,0.0,-0.5
128,2,23,west,227,2,6.429153349880131,1,0.0,-0.5
128,3,23,west,262,2,1.8387094643824913,1,0.0,-0.5
128,4,23,west,300,2,4.753594078273281,1,0.0,-0.5
129,0,60,south,228,2,50.16171101125782,1,6.60996317380855,6.10996317380855
129,1,60,south,256,2,63.89654645247462,1,0.0,-0.5
129,2,60,south,291,2,69.1853829735902,1,0.0,-0.5
129,3,60,south,313,3,65.68985254664747,0,0.0,0.0
129,4,60,south,338,3,70.1434927952225,0,0.0,0.0
129,5,60,south,367,3,52.53352652671268,0,0.0,0.0
130,0,32,west,384,1,47.0565161659198,1,0.0,-0.5
130,1,32,west,419,1,52.290968296033,1,0.0,-0.5
130,2,32,west,442,1,43.85861175927119,1,0.0,-0.5
130,3,32,west,465,1,37.081774147556516,1,0.0,-0.5
130,4,32,west,497,1,41.36069146080722,1,0.0,-0.5
130,5,32,west,535,1,39.495805484694564,1,0.0,-0.5
131,0,33,north,226,6,3.1169770795115896,0,35.54251833636806,35.54251833636806
131,1,33,north,246,6,17.329185485051845,0,39.671679496403584,39.671679496403584
131,2,33,north,285,6,19.026099941774362,0,127.98679919219471,127.98679919219471
131,3,33,north,307,6,12.069744849573386,0,47.729184871799546,47.729184871799546
132,0,28,south,282,6,1.0,0,0.0,0.0
132,1,28,south,309,7,20.06991555829634,0,0.0,0.0
132,2,28,south,345,7,2.276178472978085,0,5.6481787243135235,5.6481787243135235
132,3,28,south,376,7,1.0,0,0.0,0.0
133,0,71,west,249,1,1.0,1,0.0,-0.5
133,1,71,west,279,1,1.0,1,26.832843682227058,26.332843682227058
133,2,71,west,317,1,17.046244442551114,1,0.0,-0.5
133,3,71,west,353,1,17.40451085788112,1,1.2550777983036838,0.7550777983036838
133,4,71,west,385,1,8.507826663135745,1,0.0,-0.5
133,5,71,west,418,1,1.0,1,0.0,-0.5
133,6,71,west,451,1,4.241951235269288,1,0.0,-0.5
133,7,71,west,487,1,11.03962179731278,1,0.0,-0.5
133,8,71,west,519,1,15.57848809685897,1,0.0,-0.5
134,0,71,east,235,5,168.83564019375382,0,5.169177976942958,5.169177976942958
134,1,71,east,268,5,159.7589714707783,0,0.0,0.0
134,2,71,east,293,5,164.18949816029107,0,18.198831178548215,18.198831178548215
134,3,71,east,317,5,147.18222099944322,0,2.9803801815477544,2.9803801815477544
